,link,reviews,score,star,short_name
Vintage Inn Boutique Capsule @ Little India,"https://www.agoda.com/en-us/vintage-inn-boutique-capsule-little-india/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",1494,7.7,2,vintage-inn-boutique-capsule-little-india
ZEN Rooms Orchard,https://www.agoda.com/en-us/zen-rooms-orchard/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=4&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,28,7.4,4,zen-rooms-orchard
Fragrance Hotel - Lavender (SG Clean Certified),https://www.agoda.com/en-us/fragrance-hotel-lavender/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,299,6.2,2,fragrance-hotel-lavender
Wanderloft Capsule Hostel,"https://www.agoda.com/en-us/wanderloft-capsule-hostel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",827,7.7,2,wanderloft-capsule-hostel
RedDoorz Hostel @ Clarke Quay,"https://www.agoda.com/en-us/reddoorz-hostel-clarke-quay/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",125,0,2,reddoorz-hostel-clarke-quay
BEAT. Sports Hostel,https://www.agoda.com/en-us/travellers-loft-jalan-besar_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,143,7.8,0,travellers-loft-jalan-besar_2
Royal Hostel Singapore,https://www.agoda.com/en-us/royal-hostel-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,823,7.9,2,royal-hostel-singapore
Snooze Inn @Dickson Road,https://www.agoda.com/en-us/snooze-inn-dickson-road/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,133,7.7,1.5,snooze-inn-dickson-road
Spacepod@SG,"https://www.agoda.com/en-us/spacepod-sg/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",960,0,2,spacepod-sg
Fragrance Hotel - Viva (SG Clean Certified),https://www.agoda.com/en-us/fragrance-hotel-viva/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,325,6.7,2,fragrance-hotel-viva
Hotel Clover 7,https://www.agoda.com/en-us/hotel-clover-7/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,325,8.1,0,hotel-clover-7
"The InnCrowd Backpackers' Hostel, Singapore","https://www.agoda.com/en-us/the-inncrowd-backpackers-hostel-singapore/hotel/all/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=6,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",93,8.1,1,the-inncrowd-backpackers-hostel-singapore
Drop Inn Singapore,https://www.agoda.com/en-us/drop-inn-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,261,6.9,1,drop-inn-singapore
ibis budget Singapore Selegie (SG Clean),https://www.agoda.com/en-us/fragrance-hotel-selegie/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1705,7.8,3,fragrance-hotel-selegie
Fragrance Hotel - Classic (SG Clean Certified),https://www.agoda.com/en-us/fragrance-hotel-classic/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,405,0,2,fragrance-hotel-classic
Blue Jazz Hostel,https://www.agoda.com/en-us/blue-jazz-hostel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f,186,6.9,1,blue-jazz-hostel
ZEN Rooms Bukit Merah,https://www.agoda.com/en-us/zen-rooms-bukit-merah/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=3&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,92,7.1,3,zen-rooms-bukit-merah
Cube Boutique Capsule Hotel @ Chinatown (SG Clean Certified),"https://www.agoda.com/en-us/cube-boutique-capsule-hotel-chinatown/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-29&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=532b77ae-ad73-49b4-9e69-9cf2502fe80f",2336,8.8,2,cube-boutique-capsule-hotel-chinatown
BEAT. Capsule Hostel @ Boat Quay,"https://www.agoda.com/en-us/beat-capsule-hostel-boat-quay/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-27&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=09a64f42-4335-4282-8baf-db9bdd91a452",1584,8.4,2,beat-capsule-hostel-boat-quay
ZEN Rooms Arab Street,https://www.agoda.com/en-us/zen-rooms-arab-street_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,41,7,3,zen-rooms-arab-street_2
Capsule Pod Boutique Hostel,"https://www.agoda.com/en-us/capsule-pod-boutique-hostel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-27&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=09a64f42-4335-4282-8baf-db9bdd91a452",3870,8.5,0,capsule-pod-boutique-hostel
BudgetOne Hotel,https://www.agoda.com/en-us/budgetone-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,397,6.5,2,budgetone-hotel
Gap Year Hostel,https://www.agoda.com/en-us/gap-year-hostel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,304,7.5,1,gap-year-hostel
Snooze Inn @ Dunlop Street,https://www.agoda.com/en-us/snooze-inn-dunlop-street/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,318,6.6,1,snooze-inn-dunlop-street
ZEN Rooms People's Park Complex,"https://www.agoda.com/en-us/zen-rooms-people-s-park-complex/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",53,7.8,3,zen-rooms-people-s-park-complex
Royal Lodge @ Pagoda Street,"https://www.agoda.com/en-us/royal-lodge-pagoda-street/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=6,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",255,8.3,2,royal-lodge-pagoda-street
the11room,"https://www.agoda.com/en-us/the11room/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",478,8.5,0,the11room
RedDoorz Hostel near Race Course Road,"https://www.agoda.com/en-us/reddoorz-hostel-near-race-course-road/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",193,7.3,2,reddoorz-hostel-near-race-course-road
The Amazing Inn,https://www.agoda.com/en-us/the-amazing-inn/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,42,6.2,2,the-amazing-inn
Vintage Inn @ Clarke Quay,"https://www.agoda.com/en-us/vintage-inn-clarke-quay/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",53,7.8,1,vintage-inn-clarke-quay
Beary Best! Chinatown,"https://www.agoda.com/en-us/beary-best-hostel-by-a-beary-good-hostel_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",1072,8.2,2,beary-best-hostel-by-a-beary-good-hostel_2
ZEN Hostel Clarke Quay,https://www.agoda.com/en-us/zen-hostel-clarke-quay/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-22&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=e42764f4-5d7d-4b8b-a97c-f59c1e164853,92,7.9,1,zen-hostel-clarke-quay
Metropolitan YMCA Singapore,https://www.agoda.com/en-us/metropolitan-ymca-singapore_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=4&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,1101,7.6,0,metropolitan-ymca-singapore_2
Pine Hostel @ Lavender,"https://www.agoda.com/en-us/pine-hostel-by-just-inn/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",99,8,2,pine-hostel-by-just-inn
Comfy Studio 6 by ReCharge,https://www.agoda.com/en-us/comfy-studio-6-by-recharge/hotel/all/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,5,6.6,3,comfy-studio-6-by-recharge
ZEN Rooms Boat Quay,https://www.agoda.com/en-us/zen-rooms-boat-quay/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,66,8.4,3,zen-rooms-boat-quay
River City Inn,"https://www.agoda.com/en-us/river-city-inn/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",293,8.4,1,river-city-inn
ZEN Hostel Race Course Rd,https://www.agoda.com/en-us/zen-hostel-race-course-rd_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,14,7.9,1,zen-hostel-race-course-rd_2
Seng Wah Hotel,https://www.agoda.com/en-us/seng-wah-hotel/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,19,5.5,2,seng-wah-hotel
Backpacker's Hostel @ The Little Red Dot,https://www.agoda.com/en-us/backpacker-s-hostel-the-little-red-dot/hotel/all/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,817,7.6,1,backpacker-s-hostel-the-little-red-dot
Joyfor Backpacker Hostel Kallang (SG Clean),"https://www.agoda.com/en-us/joyfor-backpacker-hostel-kallang/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",842,7.4,0,joyfor-backpacker-hostel-kallang
Backpacker Cozy Corner Guesthouse,"https://www.agoda.com/en-us/backpacker-cozy-corner-guesthouse_4/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",157,8.3,0,backpacker-cozy-corner-guesthouse_4
Urban Hostel,https://www.agoda.com/en-us/urban-hostel_3/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,482,0,0,urban-hostel_3
Hotel NuVe Heritage - SG Clean Certified,https://www.agoda.com/en-us/hotel-nuve-heritage/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6,1175,8.3,4,hotel-nuve-heritage
Value Hotel Thomson,https://www.agoda.com/en-us/value-hotel-thomson/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,12675,6.8,3,value-hotel-thomson
Changi Cove,https://www.agoda.com/en-us/changi-cove/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,4472,8,0,changi-cove
Andaz Singapore - A Concept by Hyatt (SG Clean Certified),https://www.agoda.com/en-us/andaz-singapore-a-concept-by-hyatt_2/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,2298,9.1,5,andaz-singapore-a-concept-by-hyatt_2
Porcelain Hotel by JL Asia (SG Clean Certified),"https://www.agoda.com/en-us/porcelain-hotel-by-jl-asia/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",13497,7.3,0,porcelain-hotel-by-jl-asia
Q Loft Hotels@Mackenzie,"https://www.agoda.com/en-us/q-loft-hotels-mackenzie/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=3,16&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6",2544,7.2,3,q-loft-hotels-mackenzie
Sofitel Singapore City Centre (SG Clean Certified),https://www.agoda.com/en-us/sofitel-singapore-city-centre/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29,595,9.2,0,sofitel-singapore-city-centre
Sheraton Towers Singapore (SG Clean Certified),https://www.agoda.com/en-us/sheraton-towers-singapore_10/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-28&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=16&los=1&searchrequestid=fd2ef17b-f55c-4bce-a75b-5142041592b6,1644,8.2,5,sheraton-towers-singapore_10
Oakwood Premier AMTD Singapore,"https://www.agoda.com/en-us/oakwood-premier-oue-singapore/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-30&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1,16&los=1&searchrequestid=113c6cc6-25db-42db-8343-656c8db61f29",1251,9,0,oakwood-premier-oue-singapore
Ramada by Wyndham Singapore at Zhongshan Park (SG Clean Certified),https://www.agoda.com/en-us/ramada-by-wyndham-singapore-at-zhongshan-park/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c,4556,8.1,0,ramada-by-wyndham-singapore-at-zhongshan-park
Champion Hotel City,"https://www.agoda.com/en-us/champion-hotel-city/hotel/singapore-sg.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=1&children=0&rooms=1&maxRooms=9&checkIn=2020-11-25&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=6,16&los=1&searchrequestid=8fe644ed-b869-4062-afd1-a58b90ebaa8c",1973,8.3,0,champion-hotel-city
